regiao,estado,municipio,votos_Bolsonaro,votos_Lula
Sul,SC,SAO JOSE DO CERRITO,2862,3303
Nordeste,PI,SAO JOSE DO DIVINO,610,3308
Sudeste,MG,SAO JOSE DO DIVINO,1181,1164
Nordeste,PE,SAO JOSE DO EGITO,3583,14107
Sudeste,MG,SAO JOSE DO GOIABAL,1089,2288
Sul,RS,SAO JOSE DO HERVAL,729,785
Sul,RS,SAO JOSE DO HORTENCIO,2483,637
Sul,RS,SAO JOSE DO INHACORA,1205,707
Nordeste,BA,SAO JOSE DO JACUIPE,1366,4910
Sudeste,MG,SAO JOSE DO JACURI,1103,2699
Sudeste,MG,SAO JOSE DO MANTIMENTO,919,1329
Sul,RS,SAO JOSE DO NORTE,6896,8748
Sul,RS,SAO JOSE DO OURO,3324,1537
Nordeste,PI,SAO JOSE DO PEIXE,319,1943
Nordeste,PI,SAO JOSE DO PIAUI,666,3947
Centro-Oeste,MT,SAO JOSE DO POVO,1132,916
Centro-Oeste,MT,SAO JOSE DO RIO CLARO,6530,1974
Sudeste,SP,SAO JOSE DO RIO PARDO,19222,10897
Sudeste,SP,SAO JOSE DO RIO PRETO,176282,83408
Nordeste,PB,SAO JOSE DO SABUGI,865,2533
Nordeste,RN,SAO JOSE DO SERIDO,859,2791
Sul,RS,SAO JOSE DO SUL,1209,439
Sudeste,RJ,SAO JOSE DO VALE DO RIO PRETO,10120,2830
Centro-Oeste,MT,SAO JOSE DO XINGU,1653,1210
Sul,RS,SAO JOSE DOS AUSENTES,1525,832
Nordeste,MA,SAO JOSE DOS BASILIOS,698,4099
Sudeste,SP,SAO JOSE DOS CAMPOS,267615,159996
Nordeste,PB,SAO JOSE DOS CORDEIROS,444,2165
Sul,PR,SAO JOSE DOS PINHAIS,111043,56655
Centro-Oeste,MT,SAO JOSE DOS QUATRO MARCOS,7048,3199
Nordeste,PB,SAO JOSE DOS RAMOS,927,3240
Nordeste,PI,SAO JULIAO,1227,2860
Sul,RS,SAO LEOPOLDO,71028,55941
Sudeste,MG,SAO LOURENCO,16504,9528
Nordeste,PE,SAO LOURENCO DA MATA,24022,39778
Sudeste,SP,SAO LOURENCO DA SERRA,4547,4248
Sul,SC,SAO LOURENCO DO OESTE,9604,5486
Nordeste,PI,SAO LOURENCO DO PIAUI,331,3647
Sul,RS,SAO LOURENCO DO SUL,15058,12150
Sul,SC,SAO LUDGERO,6204,1585
Nordeste,MA,SAO LUIS,238285,363131
Centro-Oeste,GO,SAO LUIS DE MONTES BELOS,13526,5241
Nordeste,CE,SAO LUIS DO CURU,2273,6555
Sudeste,SP,SAO LUIS DO PARAITINGA,3936,3624
Nordeste,PI,SAO LUIS DO PIAUI,375,1831
Nordeste,AL,SAO LUIS DO QUITUNDE,7169,8389
Nordeste,MA,SAO LUIS GONZAGA DO MARANHAO,1812,11064
Norte,RR,SAO LUIZ,2854,1098
Centro-Oeste,GO,SAO LUIZ DO NORTE,1595,1916
Sul,RS,SAO LUIZ GONZAGA,9966,9629
Nordeste,PB,SAO MAMEDE,1411,3859
Sul,PR,SAO MANOEL DO PARANA,995,607
Sudeste,SP,SAO MANUEL,13999,8590
Sul,RS,SAO MARCOS,10333,3147
Sul,RS,SAO MARTINHO,2649,1427
Sul,SC,SAO MARTINHO,2263,532
Sul,RS,SAO MARTINHO DA SERRA,1404,986
Sudeste,ES,SAO MATEUS,30656,33018
Nordeste,MA,SAO MATEUS DO MARANHAO,4920,15870
Sul,PR,SAO MATEUS DO SUL,14627,12605
Nordeste,RN,SAO MIGUEL,2338,10989
Sudeste,SP,SAO MIGUEL ARCANJO,11433,7278
Nordeste,PI,SAO MIGUEL DA BAIXA GRANDE,385,1516
Sul,SC,SAO MIGUEL DA BOA VISTA,690,717
Nordeste,BA,SAO MIGUEL DAS MATAS,1674,5681
Sul,RS,SAO MIGUEL DAS MISSOES,2226,2458
Nordeste,PB,SAO MIGUEL DE TAIPU,1923,2868
Nordeste,SE,SAO MIGUEL DO ALEIXO,701,2273
Sudeste,MG,SAO MIGUEL DO ANTA,1533,3343
Centro-Oeste,GO,SAO MIGUEL DO ARAGUAIA,8200,5189
Nordeste,PI,SAO MIGUEL DO FIDALGO,194,1910
Nordeste,RN,SAO MIGUEL DO GOSTOSO,2280,4754
Norte,PA,SAO MIGUEL DO GUAMA,10074,21471
Norte,RO,SAO MIGUEL DO GUAPORE,8564,3998
Sul,PR,SAO MIGUEL DO IGUACU,11195,6344
Sul,SC,SAO MIGUEL DO OESTE,16594,8598
Centro-Oeste,GO,SAO MIGUEL DO PASSA QUATRO,1469,1347
Nordeste,PI,SAO MIGUEL DO TAPUIO,1548,9604
Norte,TO,SAO MIGUEL DO TOCANTINS,2227,4074
Nordeste,AL,SAO MIGUEL DOS CAMPOS,14924,15449
Nordeste,AL,SAO MIGUEL DOS MILAGRES,2447,2648
Sul,RS,SAO NICOLAU,1298,1870
Centro-Oeste,GO,SAO PATRICIO,1184,662
Sudeste,SP,SAO PAULO,3191484,3677921
Sul,RS,SAO PAULO DAS MISSOES,2328,1915
Norte,AM,SAO PAULO DE OLIVENCA,2231,11922
Nordeste,RN,SAO PAULO DO POTENGI,4791,6357
Nordeste,RN,SAO PEDRO,1283,3493
Sudeste,SP,SAO PEDRO,14197,5641
Nordeste,MA,SAO PEDRO DA AGUA BRANCA,2435,4316
Sudeste,RJ,SAO PEDRO DA ALDEIA,37646,14548
Centro-Oeste,MT,SAO PEDRO DA CIPA,1426,1248
Sul,RS,SAO PEDRO DA SERRA,2004,687
Sudeste,MG,SAO PEDRO DA UNIAO,1830,1434
Sul,RS,SAO PEDRO DAS MISSOES,596,679
Sul,SC,SAO PEDRO DE ALCANTARA,2528,967
Sul,RS,SAO PEDRO DO BUTIA,1334,825
Sul,PR,SAO PEDRO DO IGUACU,2308,1674
Sul,PR,SAO PEDRO DO IVAI,3166,2281
Sul,PR,SAO PEDRO DO PARANA,1323,657
Nordeste,PI,SAO PEDRO DO PIAUI,1905,6717
Sudeste,MG,SAO PEDRO DO SUACUI,1168,2231
Sul,RS,SAO PEDRO DO SUL,5562,4511
Sudeste,SP,SAO PEDRO DO TURVO,2540,1835
Nordeste,MA,SAO PEDRO DOS CRENTES,2179,1317
Sudeste,MG,SAO PEDRO DOS FERROS,1249,3243
Nordeste,RN,SAO RAFAEL,1480,4159
Nordeste,MA,SAO RAIMUNDO DAS MANGABEIRAS,3412,7837
Nordeste,MA,SAO RAIMUNDO DO DOCA BEZERRA,729,3070
Nordeste,PI,SAO RAIMUNDO NONATO,3159,17693
Nordeste,MA,SAO ROBERTO,579,2893
Sudeste,MG,SAO ROMAO,1389,3171
Sudeste,SP,SAO ROQUE,25488,19790
Sudeste,MG,SAO ROQUE DE MINAS,3251,1119
Sudeste,ES,SAO ROQUE DO CANAA,4459,3061
Exterior,ZZ,SAO SALVADOR,44,27
Norte,TO,SAO SALVADOR DO TOCANTINS,484,1120
Sudeste,SP,SAO SEBASTIAO,24723,23934
Nordeste,AL,SAO SEBASTIAO,4612,13701
Sul,PR,SAO SEBASTIAO DA AMOREIRA,2584,2644
Sudeste,MG,SAO SEBASTIAO DA BELA VISTA,2366,2086
Norte,PA,SAO SEBASTIAO DA BOA VISTA,3965,12481
Sudeste,SP,SAO SEBASTIAO DA GRAMA,3811,2532
Sudeste,MG,SAO SEBASTIAO DA VARGEM ALEGRE,964,1302
Nordeste,PB,SAO SEBASTIAO DE LAGOA DE ROCA,1897,4683
Sudeste,RJ,SAO SEBASTIAO DO ALTO,3251,2677
Sudeste,MG,SAO SEBASTIAO DO ANTA,1993,1869
Sul,RS,SAO SEBASTIAO DO CAI,8885,5087
Sudeste,MG,SAO SEBASTIAO DO MARANHAO,1992,3486
Sudeste,MG,SAO SEBASTIAO DO OESTE,2498,2599
Sudeste,MG,SAO SEBASTIAO DO PARAISO,20627,16216
Nordeste,BA,SAO SEBASTIAO DO PASSE,3584,23045
Sudeste,MG,SAO SEBASTIAO DO RIO PRETO,573,716
Sudeste,MG,SAO SEBASTIAO DO RIO VERDE,1036,654
Norte,TO,SAO SEBASTIAO DO TOCANTINS,673,1768
Norte,AM,SAO SEBASTIAO DO UATUMA,2279,2546
Nordeste,PB,SAO SEBASTIAO DO UMBUZEIRO,298,2113
Sul,RS,SAO SEPE,5709,7613
Sudeste,SP,SAO SIMAO,5089,3452
Centro-Oeste,GO,SAO SIMAO,4542,5622
Sudeste,MG,SAO THOME DAS LETRAS,1161,2688
Sudeste,MG,SAO TIAGO,3242,3764
Sudeste,MG,SAO TOMAS DE AQUINO,2287,2059
Nordeste,RN,SAO TOME,3085,4113
Exterior,ZZ,SAO TOME,0,0
Sul,PR,SAO TOME,2317,1327
Sul,RS,SAO VALENTIM,1569,995
Sul,RS,SAO VALENTIM DO SUL,1387,436
Norte,TO,SAO VALERIO,751,2013
Sul,RS,SAO VALERIO DO SUL,684,1049
Sul,RS,SAO VENDELINO,1372,550
Nordeste,RN,SAO VICENTE,1160,2913
Sudeste,SP,SAO VICENTE,102155,86702
Sudeste,MG,SAO VICENTE DE MINAS,1937,2360
Nordeste,PB,SAO VICENTE DO SERIDO,1343,5274
Sul,RS,SAO VICENTE DO SUL,2593,2772
Nordeste,PE,SAO VICENTE FERRER,2540,8099
Nordeste,MA,SAO VICENTE FERRER,1707,9151
Nordeste,PB,SAPE,8833,18973
Nordeste,BA,SAPEACU,2881,9229
Centro-Oeste,MT,SAPEZAL,9354,4062
Sul,RS,SAPIRANGA,31721,18034
Sul,PR,SAPOPEMA,1974,2116
Sudeste,MG,SAPUCAI-MIRIM,2273,1884
Norte,PA,SAPUCAIA,1691,1769
Sudeste,RJ,SAPUCAIA,7144,5432
Sul,RS,SAPUCAIA DO SUL,38501,40310
Sudeste,RJ,SAQUAREMA,35630,19094
Exterior,ZZ,SARAJEVO,0,0
Sul,RS,SARANDI,8975,4968
Sul,PR,SARANDI,29538,22685
Sudeste,SP,SARAPUI,3120,2506
Sudeste,MG,SARDOA,1296,1855
Sudeste,SP,SARUTAIA,1030,1306
Sudeste,MG,SARZEDO,11201,8813
Nordeste,BA,SATIRO DIAS,2004,7772
Nordeste,AL,SATUBA,4973,4646
Nordeste,MA,SATUBINHA,1167,4035
Nordeste,BA,SAUBARA,1912,7385
Sul,PR,SAUDADE DO IGUACU,1827,2334
Sul,SC,SAUDADES,4238,2313
Nordeste,BA,SAUDE,1473,5024
Sul,SC,SCHROEDER,8845,2596
Nordeste,BA,SEABRA,4036,23260
Sul,SC,SEARA,6610,5018
Sudeste,SP,SEBASTIANOPOLIS DO SUL,1515,789
Nordeste,PI,SEBASTIAO BARROS,534,2800
Nordeste,BA,SEBASTIAO LARANJEIRAS,1268,4161
Nordeste,PI,SEBASTIAO LEAL,1121,2207
Sul,RS,SEBERI,4230,3257
Sul,RS,SEDE NOVA,1038,972
Sul,RS,SEGREDO,2337,2135
Sul,RS,SELBACH,2585,1090
Centro-Oeste,MS,SELVIRIA,1999,2718
Sudeste,MG,SEM PEIXE,722,1679
Norte,AC,SENA MADUREIRA,13606,4976
Nordeste,MA,SENADOR ALEXANDRE COSTA,1239,4671
Sudeste,MG,SENADOR AMARAL,2559,1794
Centro-Oeste,GO,SENADOR CANEDO,35464,29087
Sudeste,MG,SENADOR CORTES,713,1175
Nordeste,RN,SENADOR ELOI DE SOUZA,1220,3210
Sudeste,MG,SENADOR FIRMINO,1613,3519
Nordeste,RN,SENADOR GEORGINO AVELINO,1053,2057
Norte,AC,SENADOR GUIOMARD,9512,3338
Sudeste,MG,SENADOR JOSE BENTO,1034,713
Norte,PA,SENADOR JOSE PORFIRIO,4306,4734
Nordeste,MA,SENADOR LA ROCQUE,2833,6327
Sudeste,MG,SENADOR MODESTINO GONCALVES,869,2132
Nordeste,CE,SENADOR POMPEU,4395,11737
Nordeste,AL,SENADOR RUI PALMEIRA,1001,5282
Nordeste,CE,SENADOR SA,1098,4030
Sul,RS,SENADOR SALGADO FILHO,1605,633
Sul,PR,SENGES,6368,4064
Nordeste,BA,SENHOR DO BONFIM,13652,26210
Sudeste,MG,SENHORA DE OLIVEIRA,1144,3139
Sudeste,MG,SENHORA DO PORTO,773,1439
Sudeste,MG,SENHORA DOS REMEDIOS,2196,4314
Sul,RS,SENTINELA DO SUL,1595,1613
Nordeste,BA,SENTO SE,5448,16304
Sul,RS,SERAFINA CORREA,7702,2713
Sudeste,MG,SERICITA,2666,2513
Norte,RO,SERINGUEIRAS,4723,2468
Sul,RS,SERIO,885,741
Sudeste,MG,SERITINGA,591,844
Sudeste,RJ,SEROPEDICA,27546,16840
Sudeste,ES,SERRA,140048,123629
Sul,SC,SERRA ALTA,1612,819
Sudeste,SP,SERRA AZUL,2710,3027
Sudeste,MG,SERRA AZUL DE MINAS,556,1642
Nordeste,PB,SERRA BRANCA,2155,5801
Nordeste,RN,SERRA CAIADA,1942,4736
Nordeste,PB,SERRA DA RAIZ,584,1646
Sudeste,MG,SERRA DA SAUDADE,441,378
Nordeste,RN,SERRA DE SAO BENTO,1184,3079
Nordeste,RN,SERRA DO MEL,3307,5930
Norte,AP,SERRA DO NAVIO,1543,1026
Nordeste,BA,SERRA DO RAMALHO,4303,14393
Sudeste,MG,SERRA DO SALITRE,4002,3168
Sudeste,MG,SERRA DOS AIMORES,1480,2537
Nordeste,BA,SERRA DOURADA,3819,7131
Nordeste,PB,SERRA GRANDE,321,1935
Sudeste,SP,SERRA NEGRA,11251,5478
Nordeste,RN,SERRA NEGRA DO NORTE,1580,3373
Centro-Oeste,MT,SERRA NOVA DOURADA,747,360
Nordeste,BA,SERRA PRETA,2011,10674
Nordeste,PB,SERRA REDONDA,1126,3689
Nordeste,PE,SERRA TALHADA,10506,35953
Sudeste,SP,SERRANA,14158,11741
Sudeste,MG,SERRANIA,2315,2471
Nordeste,MA,SERRANO DO MARANHAO,497,5617
Centro-Oeste,GO,SERRANOPOLIS,2414,2262
Sudeste,MG,SERRANOPOLIS DE MINAS,841,2149
Sul,PR,SERRANOPOLIS DO IGUACU,2590,1001
Sudeste,MG,SERRANOS,653,933
Nordeste,PB,SERRARIA,742,2342
Nordeste,RN,SERRINHA,1552,3798
Nordeste,BA,SERRINHA,11608,36616
Nordeste,RN,SERRINHA DOS PINTOS,522,2811
Nordeste,PE,SERRITA,1202,10220
Sudeste,MG,SERRO,2933,8281
Nordeste,BA,SERROLANDIA,2123,5606
Sul,PR,SERTANEJA,2336,1571
Nordeste,PE,SERTANIA,2573,15461
Sul,PR,SERTANOPOLIS,7650,2887
Sul,RS,SERTAO,2730,1393
Sul,RS,SERTAO SANTANA,2778,1447
Sudeste,SP,SERTAOZINHO,40647,30990
Nordeste,PB,SERTAOZINHO,721,2631
Sudeste,SP,SETE BARRAS,4441,2984
Sul,RS,SETE DE SETEMBRO,735,755
Sudeste,MG,SETE LAGOAS,78922,56124
Centro-Oeste,MS,SETE QUEDAS,3369,1906
Sudeste,MG,SETUBINHA,1131,4499
Exterior,ZZ,SEUL,70,126
Sul,RS,SEVERIANO DE ALMEIDA,1694,1114
Nordeste,RN,SEVERIANO MELO,1002,4352
Sudeste,SP,SEVERINIA,5451,3850
Sul,SC,SIDEROPOLIS,5828,2798
Centro-Oeste,MS,SIDROLANDIA,13497,10740
Nordeste,PI,SIGEFREDO PACHECO,1039,5755
Sudeste,RJ,SILVA JARDIM,8843,5452
Centro-Oeste,GO,SILVANIA,7309,5075
Norte,TO,SILVANOPOLIS,1372,2049
Sul,RS,SILVEIRA MARTINS,1069,719
Sudeste,MG,SILVEIRANIA,671,1433
Sudeste,SP,SILVEIRAS,2168,1886
Norte,AM,SILVES,1081,4771
Sudeste,MG,SILVIANOPOLIS,2136,1564
Nordeste,SE,SIMAO DIAS,6696,20790
Sudeste,MG,SIMAO PEREIRA,1008,1382
Nordeste,PI,SIMOES,1290,7719
Nordeste,BA,SIMOES FILHO,18806,48657
Centro-Oeste,GO,SIMOLANDIA,1705,2354
Sudeste,MG,SIMONESIA,5923,5980
Nordeste,PI,SIMPLICIO MENDES,1241,6432
Exterior,ZZ,SINGAPURA,131,230
Sul,RS,SINIMBU,3072,2649
Centro-Oeste,MT,SINOP,65216,19540
Sul,PR,SIQUEIRA CAMPOS,6351,5789
Nordeste,PE,SIRINHAEM,6982,14130
Nordeste,SE,SIRIRI,1243,3855
Centro-Oeste,GO,SITIO D'ABADIA,828,1163
Nordeste,BA,SITIO DO MATO,1894,6103
Nordeste,BA,SITIO DO QUINTO,1227,6172
Nordeste,MA,SITIO NOVO,3605,7481
Nordeste,RN,SITIO NOVO,704,3067
Norte,TO,SITIO NOVO DO TOCANTINS,1896,4138
Sul,RS,SOBRADINHO,4985,3717
Nordeste,BA,SOBRADINHO,3519,11660
Nordeste,PB,SOBRADO,1577,4068
Nordeste,CE,SOBRAL,37230,82974
Sudeste,MG,SOBRALIA,1466,1643
Sudeste,SP,SOCORRO,17292,5979
Nordeste,PI,SOCORRO DO PIAUI,513,2465
Exterior,ZZ,SOFIA,7,24
Nordeste,PB,SOLANEA,4326,11616
Sul,RS,SOLEDADE,9030,8329
Nordeste,PB,SOLEDADE,2415,6232
Sudeste,MG,SOLEDADE DE MINAS,2088,1829
Nordeste,PE,SOLIDAO,492,3752
Nordeste,CE,SOLONOPOLE,1681,9512
Sul,SC,SOMBRIO,12668,5245
Centro-Oeste,MS,SONORA,4677,3507
Sudeste,ES,SOORETAMA,7205,7118
Sudeste,SP,SOROCABA,242074,154335
Centro-Oeste,MT,SORRISO,39360,13584
Nordeste,PB,SOSSEGO,379,2227
Norte,PA,SOURE,3667,11923
Nordeste,PB,SOUSA,10562,26755
Nordeste,BA,SOUTO SOARES,1067,9887
Exterior,ZZ,ST GEORGES DE LOYAPOCK,0,0
Norte,TO,SUCUPIRA,612,661
Nordeste,MA,SUCUPIRA DO NORTE,1310,5169
Nordeste,MA,SUCUPIRA DO RIACHAO,390,2962
Sudeste,SP,SUD MENNUCCI,2325,2362
Sul,SC,SUL BRASIL,1122,971
Sul,PR,SULINA,1122,1214
Sudeste,SP,SUMARE,85776,63899
Nordeste,PB,SUME,2039,8400
Sudeste,RJ,SUMIDOURO,7347,4079
Nordeste,PE,SURUBIM,11284,25284
Nordeste,PI,SUSSUAPARA,823,4398
Sudeste,SP,SUZANAPOLIS,986,1184
Sudeste,SP,SUZANO,90882,79961
Exterior,ZZ,SYDNEY,1863,3057
Sul,RS,TABAI,1758,1372
Centro-Oeste,MT,TABAPORA,3881,1167
Sudeste,SP,TABAPUA,4729,2284
Norte,AM,TABATINGA,8582,17368
Sudeste,SP,TABATINGA,4902,3609
Nordeste,PE,TABIRA,2707,13249
Sudeste,SP,TABOAO DA SERRA,70456,99036
Norte,TO,TABOCAO,1066,1258
Nordeste,BA,TABOCAS DO BREJO VELHO,1463,6348
Nordeste,RN,TABOLEIRO GRANDE,536,1714
Sudeste,MG,TABULEIRO,1231,1973
Nordeste,CE,TABULEIRO DO NORTE,3856,16036
Nordeste,PE,TACAIMBO,1771,6024
Nordeste,PE,TACARATU,1602,11201
Sudeste,SP,TACIBA,2009,2104
Nordeste,PB,TACIMA,1314,4352
Centro-Oeste,MS,TACURU,1640,2923
Sudeste,SP,TAGUAI,4152,2896
Norte,TO,TAGUATINGA,2768,5025
Sudeste,SP,TAIACU,1858,1660
Norte,PA,TAILANDIA,18071,20804
Sul,SC,TAIO,9545,2350
Sudeste,MG,TAIOBEIRAS,11252,8214
Norte,TO,TAIPAS DO TOCANTINS,316,984
Exterior,ZZ,TAIPE,132,101
Nordeste,RN,TAIPU,1712,6386
Sudeste,SP,TAIUVA,2295,1154
Exterior,ZZ,TALIN,23,156
Norte,TO,TALISMA,872,982
Nordeste,PE,TAMANDARE,4648,9364
Sul,PR,TAMARANA,3773,2514
Sudeste,SP,TAMBAU,6894,5167
Sul,PR,TAMBOARA,1928,1284
Nordeste,CE,TAMBORIL,2985,13497
Nordeste,PI,TAMBORIL DO PIAUI,299,1770
Sudeste,SP,TANABI,10261,5254
Nordeste,RN,TANGARA,2999,6035
Sul,SC,TANGARA,3944,1506
Centro-Oeste,MT,TANGARA DA SERRA,38964,14147
Sudeste,RJ,TANGUA,11461,8310
Nordeste,BA,TANHACU,3207,10852
Nordeste,AL,TANQUE D'ARCA,609,3053
Nordeste,PI,TANQUE DO PIAUI,326,1524
Nordeste,BA,TANQUE NOVO,1775,9471
Nordeste,BA,TANQUINHO,1224,4627
Sudeste,MG,TAPARUBA,1137,1636
Norte,AM,TAPAUA,3967,4648
Sul,RS,TAPEJARA,11109,3239
Sul,PR,TAPEJARA,5738,3658
Sul,RS,TAPERA,3842,2772
Nordeste,PB,TAPEROA,1560,6303
Nordeste,BA,TAPEROA,2351,7916
Sul,RS,TAPES,4437,4303
Sul,PR,TAPIRA,2026,1646
Sudeste,MG,TAPIRA,2587,973
Sudeste,SP,TAPIRAI,2645,1792
Sudeste,MG,TAPIRAI,712,768
Nordeste,BA,TAPIRAMUTA,1368,6262
Sudeste,SP,TAPIRATIBA,3902,3667
Centro-Oeste,MT,TAPURAH,5188,1539
Sul,RS,TAQUARA,21697,10648
Sudeste,MG,TAQUARACU DE MINAS,1900,1754
Sudeste,SP,TAQUARAL,1042,730
Centro-Oeste,GO,TAQUARAL DE GOIAS,1924,1465
Nordeste,AL,TAQUARANA,2178,7751
Sul,RS,TAQUARI,8695,6763
Sudeste,SP,TAQUARITINGA,17518,11472
Nordeste,PE,TAQUARITINGA DO NORTE,7129,9590
Sudeste,SP,TAQUARITUBA,7291,6021
Sudeste,SP,TAQUARIVAI,2025,1708
Sul,RS,TAQUARUCU DO SUL,1243,1084
Centro-Oeste,MS,TAQUARUSSU,1253,1461
Sudeste,SP,TARABAI,1902,2223
Norte,AC,TARAUACA,9067,6802
Nordeste,CE,TARRAFAS,607,4871
Norte,AP,TARTARUGALZINHO,2756,3764
Sudeste,SP,TARUMA,5515,3523
Sudeste,MG,TARUMIRIM,3600,3908
Nordeste,MA,TASSO FRAGOSO,1839,3492
Sudeste,SP,TATUI,43669,21423
Nordeste,CE,TAUA,10400,24064
Sudeste,SP,TAUBATE,117578,59916
Sul,RS,TAVARES,1712,1685
Nordeste,PB,TAVARES,929,7216
Exterior,ZZ,TBILISI,0,0
Exterior,ZZ,TEERA,9,8
Norte,AM,TEFE,11300,20281
Exterior,ZZ,TEGUCIGALPA,47,29
Nordeste,PB,TEIXEIRA,1617,7304
Nordeste,BA,TEIXEIRA DE FREITAS,39360,39937
Sul,PR,TEIXEIRA SOARES,3720,2569
Sudeste,MG,TEIXEIRAS,2769,5315
Norte,RO,TEIXEIROPOLIS,1888,1100
Nordeste,CE,TEJUCUOCA,2368,9499
Sudeste,SP,TEJUPA,1233,1487
Exterior,ZZ,TEL AVIV,405,353
Sul,PR,TELEMACO BORBA,24430,16271
Nordeste,SE,TELHA,900,1925
Nordeste,RN,TENENTE ANANIAS,1351,4674
Nordeste,RN,TENENTE LAURENTINO CRUZ,1100,3045
Sul,RS,TENENTE PORTELA,3836,4430
Nordeste,PB,TENORIO,394,1828
Nordeste,BA,TEODORO SAMPAIO,545,4631
Sudeste,SP,TEODORO SAMPAIO,6018,6937
Nordeste,BA,TEOFILANDIA,1793,11205
Sudeste,MG,TEOFILO OTONI,37683,37952
Nordeste,BA,TEOLANDIA,1880,6613
Nordeste,AL,TEOTONIO VILELA,7062,12904
Centro-Oeste,MS,TERENOS,5081,4656
Nordeste,PI,TERESINA,160558,317918
Centro-Oeste,GO,TERESINA DE GOIAS,623,1236
Sudeste,RJ,TERESOPOLIS,66230,31265
Nordeste,PE,TEREZINHA,782,3974
Centro-Oeste,GO,TEREZOPOLIS DE GOIAS,2729,2199
Norte,PA,TERRA ALTA,2762,5342
Sul,PR,TERRA BOA,7072,3429
Sul,RS,TERRA DE AREIA,3588,2390
Nordeste,PE,TERRA NOVA,509,6122
Nordeste,BA,TERRA NOVA,1285,6398
Centro-Oeste,MT,TERRA NOVA DO NORTE,4199,2158
Sul,PR,TERRA RICA,5807,3287
Sudeste,SP,TERRA ROXA,2837,2006
Sul,PR,TERRA ROXA,7636,3240
Norte,PA,TERRA SANTA,4362,6124
Centro-Oeste,MT,TESOURO,931,1002
Sul,RS,TEUTONIA,12726,7126
Norte,RO,THEOBROMA,3816,1784
Nordeste,CE,TIANGUA,16204,29355
Sul,PR,TIBAGI,5660,5499
Nordeste,RN,TIBAU,1647,3581
Nordeste,RN,TIBAU DO SUL,3440,6560
Sudeste,SP,TIETE,15760,6735
Sul,SC,TIGRINHOS,875,770
Sul,SC,TIJUCAS,17585,6940
Sul,PR,TIJUCAS DO SUL,5466,4136
Nordeste,PE,TIMBAUBA,10388,21670
Nordeste,RN,TIMBAUBA DOS BATISTAS,686,1404
Sul,SC,TIMBE DO SUL,2658,998
Nordeste,MA,TIMBIRAS,2398,12351
Sul,SC,TIMBO,22756,4883
Sul,SC,TIMBO GRANDE,2172,2070
Sudeste,SP,TIMBURI,921,796
Nordeste,MA,TIMON,24352,69460
Sudeste,MG,TIMOTEO,27644,18436
Sul,RS,TIO HUGO,1241,879
Sudeste,MG,TIRADENTES,2605,2949
Sul,RS,TIRADENTES DO SUL,1604,1934
Exterior,ZZ,TIRANA,0,0
Sudeste,MG,TIROS,2916,1448
Nordeste,SE,TOBIAS BARRETO,9726,22390
Norte,TO,TOCANTINIA,1109,2845
Norte,TO,TOCANTINOPOLIS,4092,8470
Sudeste,MG,TOCANTINS,4883,5490
Sudeste,MG,TOCOS DO MOJI,1482,1748
Sudeste,MG,TOLEDO,2980,1887
Sul,PR,TOLEDO,58445,26548
Nordeste,SE,TOMAR DO GERU,2086,4993
Sul,PR,TOMAZINA,2837,2238
Sudeste,MG,TOMBOS,2330,3101
Norte,PA,TOME-ACU,14937,23010
Norte,AM,TONANTINS,1298,6307
Exterior,ZZ,TOQUIO,10020,2454
Nordeste,PE,TORITAMA,11702,14615
Centro-Oeste,MT,TORIXOREU,1383,1231
Exterior,ZZ,TORONTO,4111,5188
Sul,RS,TOROPI,1298,862
Sudeste,SP,TORRE DE PEDRA,1247,589
Sul,RS,TORRES,14267,9196
Sudeste,SP,TORRINHA,3877,1548
Nordeste,RN,TOUROS,7338,13053
Sudeste,SP,TRABIJU,543,659
Norte,PA,TRACUATEUA,3924,14401
Nordeste,PE,TRACUNHAEM,2653,6264
Nordeste,AL,TRAIPU,2371,9934
Norte,PA,TRAIRAO,5541,2599
Nordeste,CE,TRAIRI,9276,26617
Sudeste,RJ,TRAJANO DE MORAES,3184,3671
Sul,RS,TRAMANDAI,14928,11456
Sul,RS,TRAVESSEIRO,952,701
Nordeste,BA,TREMEDAL,2299,8427
Sudeste,SP,TREMEMBE,14617,7918
Sul,RS,TRES ARROIOS,1401,653
Sul,SC,TRES BARRAS,7106,4300
Sul,PR,TRES BARRAS DO PARANA,4217,3072
Sul,RS,TRES CACHOEIRAS,4858,1884
Sudeste,MG,TRES CORACOES,25622,17182
Sul,RS,TRES COROAS,9808,4611
Sul,RS,TRES DE MAIO,9889,4957
Sul,RS,TRES FORQUILHAS,1250,1069
Sudeste,SP,TRES FRONTEIRAS,2220,1477
Centro-Oeste,MS,TRES LAGOAS,37415,25948
Sudeste,MG,TRES MARIAS,9018,8635
Sul,RS,TRES PALMEIRAS,1453,1765
Sul,RS,TRES PASSOS,8158,6966
Sudeste,MG,TRES PONTAS,16946,18312
Centro-Oeste,GO,TRES RANCHOS,1194,1541
Sudeste,RJ,TRES RIOS,22574,25440
Sul,SC,TREVISO,2008,1123
Sul,SC,TREZE DE MAIO,4594,940
Sul,SC,TREZE TILIAS,4008,1127
Nordeste,PE,TRINDADE,4083,12403
Centro-Oeste,GO,TRINDADE,39215,29519
Sul,RS,TRINDADE DO SUL,2029,2204
Exterior,ZZ,TRIPOLI,0,0
