regiao,estado,municipio,populacao,casosAcumulado,obitosAcumulado
Nordeste,AL,OLHO D'AGUA DO CASADO,9373,233,8
Nordeste,PI,OLHO D'AGUA DO PIAUI,2459,330,3
Nordeste,AL,OLHO D'AGUA GRANDE,5123,249,9
Sudeste,MG,OLHOS D'AGUA,6096,388,6
Sudeste,SP,OLIMPIA,54772,15094,310
Sudeste,MG,OLIMPIO NORONHA,2787,590,4
Nordeste,PE,OLINDA,392482,48509,1135
Nordeste,MA,OLINDA NOVA DO MARANHAO,14701,1113,12
Nordeste,BA,OLINDINA,28229,1585,31
Nordeste,PB,OLIVEDOS,3932,964,5
Sudeste,MG,OLIVEIRA,41687,6272,89
Norte,TO,OLIVEIRA DE FATIMA,1112,228,1
Nordeste,BA,OLIVEIRA DOS BREJINHOS,21825,1367,26
Sudeste,MG,OLIVEIRA FORTES,2133,272,4
Nordeste,AL,OLIVENCA,11624,599,17
Sudeste,MG,ONCA DE PITANGUI,3148,431,6
Sudeste,SP,ONDA VERDE,4381,958,28
Sudeste,MG,ORATORIOS,4655,509,15
Sudeste,SP,ORIENTE,6515,442,29
Sudeste,SP,ORINDIUVA,7066,2444,20
Norte,PA,ORIXIMINA,73096,12710,220
Sudeste,MG,ORIZANIA,8018,810,15
Centro-Oeste,GO,ORIZONA,15615,2099,34
Sudeste,SP,ORLANDIA,44028,8359,132
Sul,SC,ORLEANS,22912,8551,98
Nordeste,PE,OROBO,23884,2447,35
Nordeste,PE,OROCO,14991,1886,17
Nordeste,CE,OROS,21427,5270,95
Sul,PR,ORTIGUEIRA,22141,4217,80
Sudeste,SP,OSASCO,698418,48911,3127
Sudeste,SP,OSCAR BRESSANE,2603,730,10
Sul,RS,OSORIO,45994,20478,203
Sudeste,SP,OSVALDO CRUZ,32879,9971,140
Sul,SC,OTACILIO COSTA,18744,6412,73
Norte,PA,OUREM,17842,427,19
Nordeste,BA,OURICANGAS,8564,746,13
Nordeste,PE,OURICURI,69459,5070,107
Norte,PA,OURILANDIA DO NORTE,32832,7267,65
Sudeste,SP,OURINHOS,113542,26331,588
Sul,PR,OURIZONA,3428,1017,15
Sul,SC,OURO,7295,2662,23
Nordeste,RN,OURO BRANCO,4812,1123,6
Sudeste,MG,OURO BRANCO,39500,9616,68
Nordeste,AL,OURO BRANCO,11496,988,12
Sudeste,MG,OURO FINO,33639,8270,86
Sudeste,MG,OURO PRETO,74281,12757,145
Norte,RO,OURO PRETO DO OESTE,36035,9264,176
Nordeste,PB,OURO VELHO,3039,628,3
Sul,SC,OURO VERDE,2217,811,13
Sudeste,SP,OURO VERDE,8562,1145,39
Centro-Oeste,GO,OURO VERDE DE GOIAS,3759,1645,15
Sudeste,MG,OURO VERDE DE MINAS,5934,500,10
Sul,PR,OURO VERDE DO OESTE,5996,1734,36
Sudeste,SP,OUROESTE,10361,3029,50
Nordeste,BA,OUROLANDIA,17451,2098,16
Centro-Oeste,GO,OUVIDOR,6667,1970,30
Sudeste,SP,PACAEMBU,14197,3797,55
Norte,PA,PACAJA,47706,2898,63
Nordeste,CE,PACAJUS,72203,8961,130
Norte,RR,PACARAIMA,17401,3022,55
Nordeste,SE,PACATUBA,14428,1094,27
Nordeste,CE,PACATUBA,83432,10982,273
Nordeste,MA,PACO DO LUMIAR,122197,3535,209
Nordeste,CE,PACOTI,12261,1819,29
Nordeste,CE,PACUJA,6533,806,13
Centro-Oeste,GO,PADRE BERNARDO,33835,5760,72
Sudeste,MG,PADRE CARVALHO,6378,648,8
Nordeste,PI,PADRE MARCOS,6868,599,9
Sudeste,MG,PADRE PARAISO,20154,1576,28
Nordeste,PI,PAES LANDIM,4129,309,8
Sudeste,MG,PAI PEDRO,6089,403,3
Sul,SC,PAIAL,1505,480,4
Sul,PR,PAICANDU,41281,11031,161
Sul,RS,PAIM FILHO,3828,773,2
Sudeste,MG,PAINEIRAS,4486,691,7
Sul,SC,PAINEL,2359,357,6
Sudeste,MG,PAINS,8283,1855,11
Sudeste,MG,PAIVA,1529,387,4
Nordeste,PI,PAJEU DO PIAUI,3389,104,9
Nordeste,AL,PALESTINA,5011,582,5
Sudeste,SP,PALESTINA,12957,2644,50
Centro-Oeste,GO,PALESTINA DE GOIAS,3464,766,11
Norte,PA,PALESTINA DO PARA,7589,1034,12
Nordeste,CE,PALHANO,9386,2226,26
Sul,SC,PALHOCA,171797,45959,425
Sudeste,MG,PALMA,6616,1171,17
Sul,SC,PALMA SOLA,7423,2068,19
Nordeste,CE,PALMACIA,13322,1511,23
Nordeste,PE,PALMARES,63250,6349,133
Sul,RS,PALMARES DO SUL,11318,3504,41
Sudeste,SP,PALMARES PAULISTA,13275,2269,47
Sul,PR,PALMAS,50986,13991,178
Norte,TO,PALMAS,299127,88916,735
Nordeste,BA,PALMAS DE MONTE ALTO,21750,1798,22
Sul,PR,PALMEIRA,33877,9159,110
Sul,SC,PALMEIRA,2627,765,5
Sudeste,SP,PALMEIRA D'OESTE,9283,2565,35
Sul,RS,PALMEIRA DAS MISSOES,33303,9783,115
Nordeste,PI,PALMEIRA DO PIAUI,5043,238,7
Nordeste,AL,PALMEIRA DOS INDIOS,73218,7606,186
Nordeste,PI,PALMEIRAIS,14539,334,24
Nordeste,MA,PALMEIRANDIA,19722,384,18
Norte,TO,PALMEIRANTE,6026,615,9
Nordeste,BA,PALMEIRAS,9019,768,12
Centro-Oeste,GO,PALMEIRAS DE GOIAS,28858,11410,99
Norte,TO,PALMEIRAS DO TOCANTINS,6658,932,6
Nordeste,PE,PALMEIRINA,7693,565,10
Norte,TO,PALMEIROPOLIS,7659,2358,29
Centro-Oeste,GO,PALMELO,2381,609,10
Centro-Oeste,GO,PALMINOPOLIS,3585,1979,17
Sul,PR,PALMITAL,13172,2701,42
Sudeste,SP,PALMITAL,22221,4893,81
Sul,RS,PALMITINHO,7057,1872,15
Sul,SC,PALMITOS,16169,3821,73
Sudeste,MG,PALMOPOLIS,5507,556,13
Sul,PR,PALOTINA,31846,11105,105
Centro-Oeste,GO,PANAMA,2615,789,10
Sul,RS,PANAMBI,43667,14586,138
Sudeste,ES,PANCAS,23184,5916,37
Nordeste,PE,PANELAS,26474,1705,33
Sudeste,SP,PANORAMA,15777,2352,81
Sul,RS,PANTANO GRANDE,9174,2663,31
Nordeste,AL,PAO DE ACUCAR,24399,1565,35
Sudeste,MG,PAPAGAIOS,15674,3419,23
Sul,SC,PAPANDUVA,19320,3387,58
Nordeste,PI,PAQUETA,3945,202,9
Sudeste,MG,PARA DE MINAS,93969,19116,296
Sudeste,RJ,PARACAMBI,52257,5638,141
Sudeste,MG,PARACATU,93158,17545,291
Nordeste,CE,PARACURU,35076,7768,134
Norte,PA,PARAGOMINAS,113145,15111,266
Sudeste,MG,PARAGUACU,21513,7344,60
Sudeste,SP,PARAGUACU PAULISTA,45703,10112,174
Sul,RS,PARAI,7657,2188,25
Sudeste,RJ,PARAIBA DO SUL,44285,11718,192
Nordeste,MA,PARAIBANO,21386,1267,39
Sudeste,SP,PARAIBUNA,18222,1350,60
Nordeste,CE,PARAIPABA,32744,3957,83
Sudeste,SP,PARAISO,6454,1321,31
Sul,SC,PARAISO,3437,357,9
Centro-Oeste,MS,PARAISO DAS AGUAS,5555,1275,17
Sul,PR,PARAISO DO NORTE,13830,5074,50
Sul,RS,PARAISO DO SUL,7611,1196,17
Norte,TO,PARAISO DO TOCANTINS,51252,15154,212
Sudeste,MG,PARAISOPOLIS,21083,5019,71
Nordeste,CE,PARAMBU,31521,2097,76
Nordeste,BA,PARAMIRIM,21607,2845,22
Nordeste,CE,PARAMOTI,12226,1556,19
Norte,TO,PARANA,10449,1103,13
Nordeste,RN,PARANA,4254,1007,3
Sul,PR,PARANACITY,11472,2357,30
Sul,PR,PARANAGUA,154936,34688,648
Centro-Oeste,MS,PARANAIBA,42148,8609,180
Centro-Oeste,GO,PARANAIGUARA,10057,1720,61
Centro-Oeste,MT,PARANAITA,11225,5534,39
Sudeste,SP,PARANAPANEMA,20197,2163,90
Sul,PR,PARANAPOEMA,3203,833,5
Sudeste,SP,PARANAPUA,4078,1268,29
Nordeste,PE,PARANATAMA,11523,613,26
Centro-Oeste,MT,PARANATINGA,22563,5694,91
Sul,PR,PARANAVAI,88374,27645,354
Centro-Oeste,MS,PARANHOS,14228,1210,22
Sudeste,MG,PARAOPEBA,24540,4340,38
Sudeste,SP,PARAPUA,10964,1607,52
Nordeste,PB,PARARI,1771,446,2
Nordeste,BA,PARATINGA,32000,2220,37
Sudeste,RJ,PARATY,43165,5452,101
Nordeste,RN,PARAU,3768,709,14
Norte,PA,PARAUAPEBAS,208273,66132,530
Centro-Oeste,GO,PARAUNA,10988,2971,38
Nordeste,RN,PARAZINHO,5237,839,11
Sudeste,SP,PARDINHO,6435,1207,19
Sul,RS,PARECI NOVO,3837,1369,7
Norte,RO,PARECIS,6074,877,10
Nordeste,RN,PARELHAS,21477,6045,38
Nordeste,AL,PARICONHA,10533,1071,11
Norte,AM,PARINTINS,114273,12430,360
Nordeste,BA,PARIPIRANGA,28989,2343,36
Nordeste,AL,PARIPUEIRA,13176,590,29
Sudeste,SP,PARIQUERA-ACU,19648,4273,77
Sudeste,SP,PARISI,2161,1029,20
Nordeste,PI,PARNAGUA,10791,594,11
Nordeste,PI,PARNAIBA,153078,22711,505
Nordeste,RN,PARNAMIRIM,261469,46811,631
Nordeste,PE,PARNAMIRIM,22010,2165,39
Nordeste,MA,PARNARAMA,34907,2187,26
Sul,RS,PAROBE,58272,15360,259
Nordeste,RN,PASSA E FICA,13277,1638,8
Sudeste,MG,PASSA QUATRO,16344,3539,53
Sul,RS,PASSA SETE,5702,765,7
Sudeste,MG,PASSA TEMPO,8084,1058,9
Sudeste,MG,PASSA VINTE,2039,270,7
Sudeste,MG,PASSABEM,1649,191,6
Nordeste,PB,PASSAGEM,2419,219,2
Nordeste,RN,PASSAGEM,3089,351,3
Nordeste,MA,PASSAGEM FRANCA,19019,1322,31
Nordeste,PI,PASSAGEM FRANCA DO PIAUI,4313,261,12
Nordeste,PE,PASSIRA,28933,2285,59
Nordeste,AL,PASSO DE CAMARAGIBE,15245,982,24
Sul,SC,PASSO DE TORRES,8823,3118,35
Sul,RS,PASSO DO SOBRADO,6535,1366,19
Sul,RS,PASSO FUNDO,203275,72157,822
Sudeste,MG,PASSOS,114679,30046,407
Sul,SC,PASSOS MAIA,4147,1014,13
Nordeste,MA,PASTOS BONS,19472,847,21
Sudeste,MG,PATIS,5972,471,0
Sul,PR,PATO BRAGADO,5610,1284,13
Sul,PR,PATO BRANCO,82881,29916,330
Nordeste,PB,PATOS,107605,22625,300
Sudeste,MG,PATOS DE MINAS,152488,39883,634
Nordeste,PI,PATOS DO PIAUI,6392,665,12
Sudeste,MG,PATROCINIO,90757,17572,268
Sudeste,MG,PATROCINIO DO MURIAE,5684,622,12
Sudeste,SP,PATROCINIO PAULISTA,14670,1142,44
Nordeste,RN,PATU,12755,2200,33
Sudeste,RJ,PATY DO ALFERES,27769,4303,97
Nordeste,BA,PAU BRASIL,9831,1476,31
Norte,TO,PAU D'ARCO,4849,622,8
Norte,PA,PAU D'ARCO,5483,961,12
Nordeste,PI,PAU D'ARCO DO PIAUI,4045,503,5
Nordeste,RN,PAU DOS FERROS,30394,5945,50
Nordeste,PE,PAUDALHO,56506,4794,117
Norte,AM,PAUINI,19426,3655,24
Sudeste,MG,PAULA CANDIDO,9571,1492,10
Sul,PR,PAULA FREITAS,5873,1311,17
Sudeste,SP,PAULICEIA,7366,1850,27
Sudeste,SP,PAULINIA,109424,24872,349
Nordeste,MA,PAULINO NEVES,16035,742,6
Nordeste,PB,PAULISTA,12347,1967,12
Nordeste,PE,PAULISTA,331774,19028,910
Nordeste,PI,PAULISTANA,20523,1336,18
Sudeste,SP,PAULISTANIA,1833,212,7
Sudeste,MG,PAULISTAS,4830,689,5
Nordeste,BA,PAULO AFONSO,117782,15852,259
Sul,RS,PAULO BENTO,2293,575,2
Sudeste,SP,PAULO DE FARIA,8945,1486,45
Sul,PR,PAULO FRONTIN,7354,1009,6
Nordeste,AL,PAULO JACINTO,7564,599,16
Sul,SC,PAULO LOPES,7494,2354,18
Nordeste,MA,PAULO RAMOS,21040,1387,37
Sudeste,MG,PAVAO,8450,1112,12
Sul,RS,PAVERAMA,8487,1149,22
Nordeste,PI,PAVUSSU,3677,533,15
Nordeste,BA,PE DE SERRA,13578,1951,11
Sul,PR,PEABIRU,13996,3989,45
Sudeste,MG,PECANHA,17541,1771,27
Sudeste,SP,PEDERNEIRAS,46687,10091,144
Nordeste,PE,PEDRA,22617,2605,36
Sudeste,MG,PEDRA AZUL,24324,2497,49
Sudeste,SP,PEDRA BELA,6093,283,11
Sudeste,MG,PEDRA BONITA,7097,744,8
Nordeste,PB,PEDRA BRANCA,3801,693,7
Nordeste,CE,PEDRA BRANCA,43258,3855,73
Norte,AP,PEDRA BRANCA DO AMAPARI,16502,4428,14
Sudeste,MG,PEDRA DO ANTA,3052,486,7
Sudeste,MG,PEDRA DO INDAIA,3972,954,8
Sudeste,MG,PEDRA DOURADA,2504,459,3
Nordeste,RN,PEDRA GRANDE,3237,1183,5
Nordeste,PB,PEDRA LAVRADA,7843,729,3
Nordeste,SE,PEDRA MOLE,3261,380,8
Centro-Oeste,MT,PEDRA PRETA,17626,3641,72
Nordeste,RN,PEDRA PRETA,2458,527,2
Sudeste,MG,PEDRALVA,11195,2041,20
Sudeste,SP,PEDRANOPOLIS,2494,280,10
Nordeste,BA,PEDRAO,7347,536,6
Sul,RS,PEDRAS ALTAS,1982,497,4
Nordeste,PB,PEDRAS DE FOGO,28458,3945,58
Sudeste,MG,PEDRAS DE MARIA DA CRUZ,12107,194,16
Sul,SC,PEDRAS GRANDES,3976,1159,24
Sudeste,SP,PEDREGULHO,16744,391,27
Sudeste,SP,PEDREIRA,47919,6132,141
Nordeste,MA,PEDREIRAS,39229,6713,92
Nordeste,SE,PEDRINHAS,9602,725,19
Sudeste,SP,PEDRINHAS PAULISTA,3093,764,15
Sudeste,MG,PEDRINOPOLIS,3635,995,12
Norte,TO,PEDRO AFONSO,13578,2829,31
Nordeste,BA,PEDRO ALEXANDRE,16667,827,9
Nordeste,RN,PEDRO AVELINO,6716,688,9
Sudeste,ES,PEDRO CANARIO,26184,6215,71
Sudeste,SP,PEDRO DE TOLEDO,11331,1029,24
Nordeste,MA,PEDRO DO ROSARIO,25144,114,9
Centro-Oeste,MS,PEDRO GOMES,7674,1350,21
Nordeste,PI,PEDRO II,38742,5489,118
Nordeste,PI,PEDRO LAURENTINO,2536,82,4
Sudeste,MG,PEDRO LEOPOLDO,64258,8770,221
Sul,RS,PEDRO OSORIO,7730,1984,33
Nordeste,PB,PEDRO REGIS,6089,693,9
Sudeste,MG,PEDRO TEIXEIRA,1807,25,0
Nordeste,RN,PEDRO VELHO,14806,1664,16
Norte,TO,PEIXE,11749,2318,22
Norte,PA,PEIXE-BOI,8077,358,4
Centro-Oeste,MT,PEIXOTO DE AZEVEDO,34976,6224,147
Sul,RS,PEJUCARA,3874,1868,12
Sul,RS,PELOTAS,342405,109301,1495
Nordeste,CE,PENAFORTE,9077,1434,19
Nordeste,MA,PENALVA,38470,563,14
Sudeste,SP,PENAPOLIS,63407,19994,318
Nordeste,RN,PENDENCIAS,15129,1468,47
Nordeste,AL,PENEDO,63683,5583,99
Sul,SC,PENHA,32531,9527,120
Nordeste,CE,PENTECOSTE,37751,4447,95
Sudeste,MG,PEQUERI,3320,501,10
Sudeste,MG,PEQUI,4406,598,10
Norte,TO,PEQUIZEIRO,5477,774,12
Sudeste,MG,PERDIGAO,11506,2547,20
Sudeste,MG,PERDIZES,16168,4689,31
Sudeste,MG,PERDOES,21390,5712,48
Sudeste,SP,PEREIRA BARRETO,25669,5534,119
Sudeste,SP,PEREIRAS,8668,1210,23
Nordeste,CE,PEREIRO,16307,3543,29
Nordeste,MA,PERI MIRIM,14318,307,7
Sudeste,MG,PERIQUITO,6810,872,27
Sul,SC,PERITIBA,2787,566,5
Nordeste,MA,PERITORO,23196,1294,12
Sul,PR,PEROBAL,6127,2166,10
Sul,PR,PEROLA,11234,3266,41
Sul,PR,PEROLA D'OESTE,6347,1378,11
Centro-Oeste,GO,PEROLANDIA,3129,527,9
Sudeste,SP,PERUIBE,68284,11826,307
Sudeste,MG,PESCADOR,4252,880,6
Sul,SC,PESCARIA BRAVA,10091,2406,28
Nordeste,PE,PESQUEIRA,67395,9581,133
Nordeste,PE,PETROLANDIA,36548,4185,53
Sul,SC,PETROLANDIA,5937,1484,30
Nordeste,PE,PETROLINA,349145,47920,599
Centro-Oeste,GO,PETROLINA DE GOIAS,10281,4595,45
Sudeste,RJ,PETROPOLIS,306191,77368,1740
Nordeste,AL,PIACABUCU,17827,1546,25
Sudeste,SP,PIACATU,5980,1790,11
Nordeste,PB,PIANCO,16075,3343,35
Nordeste,BA,PIATA,17123,1689,40
Sudeste,MG,PIAU,2748,437,15
Sul,RS,PICADA CAFE,5742,1076,14
Norte,PA,PICARRA,12981,1396,9
Nordeste,PI,PICOS,78222,14386,188
Nordeste,PB,PICUI,18703,4366,49
Sudeste,SP,PIEDADE,55348,9335,193
Sudeste,MG,PIEDADE DE CARATINGA,8566,1402,26
Sudeste,MG,PIEDADE DE PONTE NOVA,4140,348,11
Sudeste,MG,PIEDADE DO RIO GRANDE,4497,968,13
Sudeste,MG,PIEDADE DOS GERAIS,4982,83,9
Sul,PR,PIEN,12746,3098,34
Nordeste,BA,PILAO ARCADO,35048,917,31
Nordeste,PB,PILAR,11917,2249,36
Nordeste,AL,PILAR,35111,5241,68
Centro-Oeste,GO,PILAR DE GOIAS,2253,844,12
Sudeste,SP,PILAR DO SUL,29185,6655,92
Nordeste,PB,PILOES,6635,379,10
Nordeste,RN,PILOES,3838,858,6
Nordeste,PB,PILOEZINHOS,4976,786,14
Sudeste,MG,PIMENTA,8660,2254,23
Norte,RO,PIMENTA BUENO,36660,13448,131
Nordeste,PI,PIMENTEIRAS,12127,1537,32
Norte,RO,PIMENTEIRAS DO OESTE,2169,831,17
Nordeste,BA,PINDAI,16260,1240,17
Sudeste,SP,PINDAMONHANGABA,168328,33561,590
Nordeste,MA,PINDARE-MIRIM,32941,2805,33
Nordeste,AL,PINDOBA,2908,296,4
Nordeste,BA,PINDOBACU,20150,2069,34
Sudeste,SP,PINDORAMA,17049,3923,65
Norte,TO,PINDORAMA DO TOCANTINS,4447,1013,9
Nordeste,CE,PINDORETAMA,20567,4693,43
Sudeste,MG,PINGO D'AGUA,4941,620,15
Sul,PR,PINHAIS,132157,41624,647
Sul,RS,PINHAL,2579,957,6
Sul,RS,PINHAL DA SERRA,1941,707,7
Sul,PR,PINHAL DE SAO BENTO,2731,787,2
Sul,RS,PINHAL GRANDE,4350,830,7
Sul,PR,PINHALAO,6326,1857,24
Sul,SC,PINHALZINHO,20313,6769,39
Sudeste,SP,PINHALZINHO,15207,2511,31
Sul,PR,PINHAO,32391,4814,93
Nordeste,SE,PINHAO,6576,495,20
Sudeste,RJ,PINHEIRAL,25156,6488,86
Sul,RS,PINHEIRINHO DO VALE,4871,918,10
Nordeste,MA,PINHEIRO,83387,5203,125
Sul,RS,PINHEIRO MACHADO,12271,4733,38
Sul,SC,PINHEIRO PRETO,3555,865,10
Sudeste,ES,PINHEIROS,27047,7870,106
Nordeste,BA,PINTADAS,10437,1593,8
Sul,RS,PINTO BANDEIRA,3003,651,6
Sudeste,MG,PINTOPOLIS,7507,442,5
Nordeste,PI,PIO IX,18425,2534,26
Nordeste,MA,PIO XII,21485,2914,32
Sudeste,SP,PIQUEROBI,3692,257,9
Nordeste,CE,PIQUET CARNEIRO,16959,2802,32
Sudeste,SP,PIQUETE,13657,423,36
Sudeste,SP,PIRACAIA,27303,6091,100
Centro-Oeste,GO,PIRACANJUBA,24524,8608,103
Sudeste,MG,PIRACEMA,6409,117,19
Sudeste,SP,PIRACICABA,404142,101145,1647
Nordeste,PI,PIRACURUCA,28791,3029,107
Sudeste,RJ,PIRAI,29277,8448,124
Nordeste,BA,PIRAI DO NORTE,10023,1117,13
Sul,PR,PIRAI DO SUL,25463,5566,97
Sudeste,SP,PIRAJU,29806,6868,115
Sudeste,MG,PIRAJUBA,6199,1283,29
Sudeste,SP,PIRAJUI,25492,4989,75
Nordeste,SE,PIRAMBU,9280,975,28
Sudeste,MG,PIRANGA,17626,1523,38
Sudeste,SP,PIRANGI,11417,3198,70
Sudeste,MG,PIRANGUCU,5472,1379,19
Sudeste,MG,PIRANGUINHO,8596,2021,50
Nordeste,AL,PIRANHAS,25039,1948,28
Centro-Oeste,GO,PIRANHAS,10385,3037,83
Nordeste,MA,PIRAPEMAS,18625,752,13
Sudeste,MG,PIRAPETINGA,10752,5095,37
Sul,RS,PIRAPO,2304,296,19
Sudeste,MG,PIRAPORA,56428,13133,117
Sudeste,SP,PIRAPORA DO BOM JESUS,18895,1678,26
Sudeste,SP,PIRAPOZINHO,27527,4296,91
Sul,PR,PIRAQUARA,113036,22146,358
Norte,TO,PIRAQUE,3028,394,1
Sudeste,SP,PIRASSUNUNGA,76409,20022,311
Sul,RS,PIRATINI,20663,2824,42
Sudeste,SP,PIRATININGA,13636,2272,51
Sul,SC,PIRATUBA,3854,772,12
Sudeste,MG,PIRAUBA,10787,2373,31
Centro-Oeste,GO,PIRENOPOLIS,24908,9732,76
Centro-Oeste,GO,PIRES DO RIO,31458,8502,168
Nordeste,CE,PIRES FERREIRA,10951,1746,8
Nordeste,BA,PIRIPA,10707,1180,13
Nordeste,PI,PIRIPIRI,63742,15803,217
Nordeste,BA,PIRITIBA,24755,800,17
Nordeste,PB,PIRPIRITUBA,10579,963,18
Sul,PR,PITANGA,30310,10337,64
Sudeste,SP,PITANGUEIRAS,39719,8274,189
Sul,PR,PITANGUEIRAS,3224,926,14
Sudeste,MG,PITANGUI,27989,3666,108
Nordeste,PB,PITIMBU,19065,2425,25
Norte,TO,PIUM,7654,575,8
Sudeste,ES,PIUMA,21711,7314,106
Sudeste,MG,PIUMHI,34691,11232,145
Norte,PA,PLACAS,30982,2890,47
Norte,AC,PLACIDO DE CASTRO,19761,3743,28
Centro-Oeste,GO,PLANALTINA,89918,9743,257
Sul,PR,PLANALTINA DO PARANA,4263,807,8
Nordeste,BA,PLANALTINO,9322,1130,10
Sudeste,SP,PLANALTO,5237,668,12
Sul,PR,PLANALTO,13479,2220,26
Nordeste,BA,PLANALTO,26265,2416,45
Sul,RS,PLANALTO,10084,2245,28
Sul,SC,PLANALTO ALEGRE,2870,829,15
Centro-Oeste,MT,PLANALTO DA SERRA,2662,1109,11
Sudeste,MG,PLANURA,12133,2972,52
Sudeste,SP,PLATINA,3550,749,12
Sudeste,SP,POA,117452,11654,442
Nordeste,PE,POCAO,11302,1150,19
Nordeste,MA,POCAO DE PEDRAS,17873,2261,23
Nordeste,PB,POCINHOS,18564,3126,31
Nordeste,RN,POCO BRANCO,15413,1864,21
Nordeste,PB,POCO DANTAS,3888,386,5
Sul,RS,POCO DAS ANTAS,2098,500,1
Nordeste,AL,POCO DAS TRINCHEIRAS,14386,729,13
Nordeste,PB,POCO DE JOSE DE MOURA,4307,418,8
Sudeste,MG,POCO FUNDO,16791,5159,23
Nordeste,SE,POCO REDONDO,34775,1470,36
Nordeste,SE,POCO VERDE,23728,2793,56
Nordeste,BA,POCOES,46871,6483,90
Centro-Oeste,MT,POCONE,32843,6678,100
Sudeste,MG,POCOS DE CALDAS,167397,33954,610
Sudeste,MG,POCRANE,8432,1117,14
Nordeste,BA,POJUCA,39519,5892,66
Sudeste,SP,POLONI,6059,1869,22
Nordeste,PB,POMBAL,32801,10391,92
Nordeste,PE,POMBOS,27091,2202,46
Sul,SC,POMERODE,33447,10434,86
Sudeste,SP,POMPEIA,22014,1048,59
Sudeste,MG,POMPEU,31812,6151,66
Sudeste,SP,PONGAI,3416,398,12
Norte,PA,PONTA DE PEDRAS,31082,3975,39
Sul,PR,PONTA GROSSA,351736,95431,1591
Centro-Oeste,MS,PONTA PORA,92526,15943,397
Sudeste,SP,PONTAL,49961,8608,187
Centro-Oeste,MT,PONTAL DO ARAGUAIA,6711,1754,29
Sul,PR,PONTAL DO PARANA,27284,10790,144
Centro-Oeste,GO,PONTALINA,17819,3946,60
Sudeste,SP,PONTALINDA,4628,608,20
Sul,RS,PONTAO,3904,421,12
Sul,SC,PONTE ALTA,4682,1033,15
Norte,TO,PONTE ALTA DO BOM JESUS,4596,591,11
Sul,SC,PONTE ALTA DO NORTE,3414,460,9
Norte,TO,PONTE ALTA DO TOCANTINS,8039,1942,18
Centro-Oeste,MT,PONTE BRANCA,1576,390,6
Sudeste,MG,PONTE NOVA,59742,10887,226
Sul,RS,PONTE PRETA,1547,216,3
Sul,SC,PONTE SERRADA,11593,2686,63
Centro-Oeste,MT,PONTES E LACERDA,45436,13904,259
Sudeste,SP,PONTES GESTAL,2577,910,11
Sudeste,ES,PONTO BELO,7863,2422,18
Sudeste,MG,PONTO CHIQUE,4261,664,16
Sudeste,MG,PONTO DOS VOLANTES,12121,1073,24
Nordeste,BA,PONTO NOVO,14914,805,15
Sudeste,SP,POPULINA,4169,1492,14
Nordeste,CE,PORANGA,12336,1573,18
Sudeste,SP,PORANGABA,9925,1233,25
Centro-Oeste,GO,PORANGATU,45394,3873,191
Sudeste,RJ,PORCIUNCULA,18847,4016,107
Sul,PR,PORECATU,12914,4011,54
Nordeste,RN,PORTALEGRE,7867,1162,17
Sul,RS,PORTAO,37079,7632,144
Centro-Oeste,GO,PORTEIRAO,3881,2316,22
Nordeste,CE,PORTEIRAS,14996,2030,31
Sudeste,MG,PORTEIRINHA,37906,6152,74
Norte,PA,PORTEL,62043,3795,100
Centro-Oeste,GO,PORTELANDIA,4011,1234,15
Nordeste,PI,PORTO,12568,557,16
Norte,AC,PORTO ACRE,18504,2621,42
Sul,RS,PORTO ALEGRE,1483771,324432,6612
Centro-Oeste,MT,PORTO ALEGRE DO NORTE,12517,1919,27
Nordeste,PI,PORTO ALEGRE DO PIAUI,2710,187,4
Norte,TO,PORTO ALEGRE DO TOCANTINS,3139,544,3
Sul,PR,PORTO AMAZONAS,4848,891,20
Sul,PR,PORTO BARREIRO,3237,846,7
Sul,SC,PORTO BELO,21388,3882,75
Nordeste,AL,PORTO CALVO,27165,1365,50
Nordeste,SE,PORTO DA FOLHA,28596,1777,41
Norte,PA,PORTO DE MOZ,41135,1773,47
Nordeste,AL,PORTO DE PEDRAS,7786,611,15
Nordeste,RN,PORTO DO MANGUE,6437,599,12
Centro-Oeste,MT,PORTO DOS GAUCHOS,5410,2383,13
Centro-Oeste,MT,PORTO ESPERIDIAO,12017,2436,64
Centro-Oeste,MT,PORTO ESTRELA,2963,1049,15
Sudeste,SP,PORTO FELIZ,53098,14036,177
Sudeste,SP,PORTO FERREIRA,56150,17148,219
Sudeste,MG,PORTO FIRME,11279,1300,17
Nordeste,MA,PORTO FRANCO,23885,3052,67
Norte,AP,PORTO GRANDE,21971,3850,30
Sul,RS,PORTO LUCENA,4678,892,11
Sul,RS,PORTO MAUA,2374,417,8
Centro-Oeste,MS,PORTO MURTINHO,17131,2285,40
Norte,TO,PORTO NACIONAL,53010,16403,224
Sudeste,RJ,PORTO REAL,19683,3996,47
Nordeste,AL,PORTO REAL DO COLEGIO,20066,790,24
Sul,PR,PORTO RICO,2559,1351,9
Nordeste,MA,PORTO RICO DO MARANHAO,5975,354,8
Nordeste,BA,PORTO SEGURO,148686,20406,299
Sul,SC,PORTO UNIAO,35398,8309,105
Norte,RO,PORTO VELHO,529544,126477,2741
Sul,RS,PORTO VERA CRUZ,1360,303,6
Sul,PR,PORTO VITORIA,4065,776,10
Norte,AC,PORTO WALTER,11982,570,7
