regiao,estado,municipio,votos_Bolsonaro,votos_Haddad
Sudeste,SP,GAVIAO PEIXOTO,1381,1353
Nordeste,PI,GEMINIANO,586,3879
Exterior,ZZ,GENEBRA,1846,1077
Sul,RS,GENERAL CAMARA,2445,2027
Centro-Oeste,MT,GENERAL CARNEIRO,959,1656
Sul,PR,GENERAL CARNEIRO,3007,3604
Nordeste,SE,GENERAL MAYNARD,490,1402
Sudeste,SP,GENERAL SALGADO,4170,1581
Nordeste,CE,GENERAL SAMPAIO,836,4308
Sul,RS,GENTIL,891,307
Nordeste,BA,GENTIO DO OURO,1020,5661
Exterior,ZZ,GEORGETOWN,47,8
Sudeste,SP,GETULINA,3456,1414
Sul,RS,GETULIO VARGAS,7244,2639
Nordeste,PI,GILBUES,858,4538
Nordeste,AL,GIRAU DO PONCIANO,2338,15898
Sul,RS,GIRUA,6066,3868
Sudeste,MG,GLAUCILANDIA,773,1624
Sudeste,SP,GLICERIO,1749,956
Nordeste,BA,GLORIA,894,8662
Centro-Oeste,MT,GLORIA D'OESTE,1159,624
Centro-Oeste,MS,GLORIA DE DOURADOS,3072,2186
Nordeste,PE,GLORIA DO GOITA,3866,12675
Sul,RS,GLORINHA,3577,1128
Nordeste,MA,GODOFREDO VIANA,1195,3340
Sul,PR,GODOY MOREIRA,814,1240
Sudeste,MG,GOIABEIRA,1218,689
Sudeste,MG,GOIANA,1342,1188
Nordeste,PE,GOIANA,14970,29874
Centro-Oeste,GO,GOIANAPOLIS,5695,1807
Centro-Oeste,GO,GOIANDIRA,1478,1522
Centro-Oeste,GO,GOIANESIA,23211,13307
Norte,PA,GOIANESIA DO PARA,4648,8242
Centro-Oeste,GO,GOIANIA,528525,183731
Nordeste,RN,GOIANINHA,5192,9493
Centro-Oeste,GO,GOIANIRA,14468,8161
Norte,TO,GOIANORTE,1146,1680
Centro-Oeste,GO,GOIAS,6345,6957
Norte,TO,GOIATINS,1459,3960
Centro-Oeste,GO,GOIATUBA,12780,5328
Sul,PR,GOIOERE,10777,4990
Sul,PR,GOIOXIM,1145,2867
Sudeste,MG,GONCALVES,1923,602
Nordeste,MA,GONCALVES DIAS,1619,6930
Nordeste,BA,GONGOGI,505,2629
Sudeste,MG,GONZAGA,1456,1102
Sudeste,MG,GOUVEIA,2418,3741
Centro-Oeste,GO,GOUVELANDIA,1286,1400
Nordeste,MA,GOVERNADOR ARCHER,911,4478
Sul,SC,GOVERNADOR CELSO RAMOS,9103,1568
Nordeste,RN,GOVERNADOR DIX-SEPT ROSADO,1706,6671
Nordeste,MA,GOVERNADOR EDISON LOBAO,3627,6128
Nordeste,MA,GOVERNADOR EUGENIO BARROS,1250,6396
Norte,RO,GOVERNADOR JORGE TEIXEIRA,3098,1462
Sudeste,ES,GOVERNADOR LINDENBERG,3174,2972
Nordeste,MA,GOVERNADOR LUIZ ROCHA,876,3049
Nordeste,BA,GOVERNADOR MANGABEIRA,2490,9480
Nordeste,MA,GOVERNADOR NEWTON BELLO,757,4138
Nordeste,MA,GOVERNADOR NUNES FREIRE,2633,8543
Sudeste,MG,GOVERNADOR VALADARES,94067,38293
Nordeste,CE,GRACA,905,7600
Nordeste,MA,GRACA ARANHA,643,3207
Nordeste,SE,GRACCHO CARDOSO,683,3465
Nordeste,MA,GRAJAU,9502,22150
Sul,RS,GRAMADO,18844,3997
Sul,RS,GRAMADO DOS LOUREIROS,609,954
Sul,RS,GRAMADO XAVIER,965,1271
Sul,PR,GRANDES RIOS,2393,1167
Nordeste,PE,GRANITO,528,4001
Nordeste,CE,GRANJA,3557,27406
Nordeste,CE,GRANJEIRO,430,3375
Sudeste,MG,GRAO MOGOL,1865,4801
Sul,SC,GRAO-PARA,3723,709
Nordeste,PE,GRAVATA,15461,29444
Sul,RS,GRAVATAI,95935,38323
Sul,SC,GRAVATAL,5801,1128
Nordeste,CE,GROAIRAS,1972,4265
Nordeste,RN,GROSSOS,1833,4160
Sudeste,MG,GRUPIARA,645,435
Sul,RS,GUABIJU,897,222
Sul,SC,GUABIRUBA,11000,1610
Sudeste,ES,GUACUI,9516,4887
Nordeste,PI,GUADALUPE,1094,4730
Sul,RS,GUAIBA,31968,20423
Sudeste,SP,GUAICARA,4101,1471
Sudeste,SP,GUAIMBE,1843,1131
Sul,PR,GUAIRA,12156,4847
Sudeste,SP,GUAIRA,13565,4898
Sul,PR,GUAIRACA,2267,1470
Nordeste,CE,GUAIUBA,3022,11614
Norte,AM,GUAJARA,2836,2782
Norte,RO,GUAJARA-MIRIM,12838,5844
Nordeste,BA,GUAJERU,560,3851
Nordeste,RN,GUAMARE,3681,6397
Sul,PR,GUAMIRANGA,3051,2166
Nordeste,BA,GUANAMBI,15405,32336
Sudeste,MG,GUANHAES,7667,6432
Sudeste,MG,GUAPE,4590,2348
Sudeste,SP,GUAPIACU,7041,2774
Sudeste,SP,GUAPIARA,4914,4528
Sudeste,RJ,GUAPIMIRIM,17709,8525
Sul,PR,GUAPIRAMA,1621,1055
Centro-Oeste,GO,GUAPO,5273,3471
Sul,RS,GUAPORE,11449,2957
Sul,PR,GUAPOREMA,860,505
Sudeste,SP,GUARA,5779,3833
Nordeste,PB,GUARABIRA,13123,18078
Sudeste,SP,GUARACAI,3233,1200
Sul,PR,GUARACI,2310,1084
Sudeste,SP,GUARACI,3183,2195
Sudeste,MG,GUARACIABA,1680,3337
Sul,SC,GUARACIABA,4207,2728
Nordeste,CE,GUARACIABA DO NORTE,5182,17067
Sudeste,MG,GUARACIAMA,651,2648
Norte,TO,GUARAI,6544,4965
Centro-Oeste,GO,GUARAITA,968,859
Nordeste,CE,GUARAMIRANGA,628,3479
Sul,SC,GUARAMIRIM,18653,4341
Sudeste,MG,GUARANESIA,4914,5099
Sudeste,MG,GUARANI,2098,2532
Sudeste,SP,GUARANI D'OESTE,582,459
Sul,RS,GUARANI DAS MISSOES,2633,2145
Centro-Oeste,GO,GUARANI DE GOIAS,946,1676
Sul,PR,GUARANIACU,5261,3245
Sudeste,SP,GUARANTA,2472,947
Centro-Oeste,MT,GUARANTA DO NORTE,11228,2963
Sudeste,ES,GUARAPARI,46417,17993
Sul,PR,GUARAPUAVA,56654,42173
Sul,PR,GUARAQUECABA,2380,2245
Sudeste,MG,GUARARA,1128,1150
Sudeste,SP,GUARARAPES,12499,3443
Sudeste,SP,GUARAREMA,12788,3891
Nordeste,BA,GUARATINGA,2484,7054
Sudeste,SP,GUARATINGUETA,50772,13689
Sul,PR,GUARATUBA,13921,4476
Sudeste,MG,GUARDA-MOR,2016,1547
Sudeste,SP,GUAREI,4601,1294
Sudeste,SP,GUARIBA,12825,6142
Nordeste,PI,GUARIBAS,59,2879
Centro-Oeste,GO,GUARINOS,537,964
Sudeste,SP,GUARUJA,104510,50938
Sul,SC,GUARUJA DO SUL,1960,1100
Sudeste,SP,GUARULHOS,397523,203594
Sul,SC,GUATAMBU,1959,2317
Sudeste,SP,GUATAPARA,2197,1417
Exterior,ZZ,GUATEMALA,103,20
Sudeste,MG,GUAXUPE,15289,10366
Centro-Oeste,MS,GUIA LOPES DA LAGUNA,2916,1914
Sudeste,MG,GUIDOVAL,2114,2251
Nordeste,MA,GUIMARAES,686,5285
Sudeste,MG,GUIMARANIA,2759,1529
Centro-Oeste,MT,GUIRATINGA,3162,2365
Sudeste,MG,GUIRICEMA,2184,2820
Sudeste,MG,GURINHATA,1578,1522
Nordeste,PB,GURINHEM,1845,6441
Nordeste,PB,GURJAO,362,1895
Norte,PA,GURUPA,2771,9551
Norte,TO,GURUPI,24613,14655
Sudeste,SP,GUZOLANDIA,1280,1073
Exterior,ZZ,HAMAMATSU,4677,399
Exterior,ZZ,HANOI,7,10
Sul,RS,HARMONIA,2363,721
Exterior,ZZ,HARTFORD,831,141
Exterior,ZZ,HAVANA,7,19
Centro-Oeste,GO,HEITORAI,1358,1126
Sudeste,MG,HELIODORA,2008,1522
Nordeste,BA,HELIOPOLIS,913,7429
Exterior,ZZ,HELSINQUE,154,180
Sudeste,SP,HERCULANDIA,2976,1484
Sul,RS,HERVAL,1252,2379
Sul,SC,HERVAL D'OESTE,9201,3276
Sul,RS,HERVEIRAS,710,1258
Nordeste,CE,HIDROLANDIA,2278,8618
Centro-Oeste,GO,HIDROLANDIA,7323,4099
Centro-Oeste,GO,HIDROLINA,1194,1179
Sudeste,SP,HOLAMBRA,5866,1695
Exterior,ZZ,HONG KONG-HONG,225,54
Sul,PR,HONORIO SERPA,1243,2054
Nordeste,CE,HORIZONTE,13407,26643
Sul,RS,HORIZONTINA,7891,3446
Sudeste,SP,HORTOLANDIA,68606,35843
Exterior,ZZ,HOUSTON,2663,615
Nordeste,PI,HUGO NAPOLEAO,509,2204
Sul,RS,HULHA NEGRA,1399,2154
Sul,RS,HUMAITA,2002,1227
Norte,AM,HUMAITA,7609,10398
Nordeste,MA,HUMBERTO DE CAMPOS,1958,10553
Sudeste,SP,IACANGA,4307,1183
Centro-Oeste,GO,IACIARA,1994,3117
Sudeste,SP,IACRI,2579,845
Nordeste,BA,IACU,2169,11236
Sudeste,MG,IAPU,3269,2252
Sudeste,SP,IARAS,1263,1383
Nordeste,PE,IATI,1094,8854
Sul,PR,IBAITI,10688,4979
Sul,RS,IBARAMA,1398,1353
Nordeste,CE,IBARETAMA,1245,7174
Sudeste,SP,IBATE,11452,5182
Nordeste,AL,IBATEGUARA,2464,4865
Sudeste,ES,IBATIBA,8640,4037
Sul,PR,IBEMA,1828,1687
Sudeste,MG,IBERTIOGA,1003,2326
Sudeste,MG,IBIA,6110,4572
Sul,RS,IBIACA,2094,930
Sudeste,MG,IBIAI,787,2879
Sul,SC,IBIAM,916,476
Nordeste,CE,IBIAPINA,2992,9176
Nordeste,PB,IBIARA,496,3266
Nordeste,BA,IBIASSUCE,1813,4198
Nordeste,BA,IBICARAI,4587,7615
Sul,SC,IBICARE,1823,534
Nordeste,BA,IBICOARA,2544,6576
Nordeste,BA,IBICUI,1773,5354
Nordeste,CE,IBICUITINGA,1484,6823
Nordeste,PE,IBIMIRIM,1367,12337
Nordeste,BA,IBIPEBA,1122,8410
Nordeste,BA,IBIPITANGA,1711,6328
Sul,PR,IBIPORA,21838,7070
Nordeste,BA,IBIQUERA,268,1777
Sudeste,SP,IBIRA,4842,1258
Sudeste,MG,IBIRACATU,751,2585
Sudeste,MG,IBIRACI,4003,2109
Sudeste,ES,IBIRACU,4461,2349
Sul,RS,IBIRAIARAS,2964,1213
Nordeste,PE,IBIRAJUBA,817,3780
Sul,SC,IBIRAMA,8815,1835
Nordeste,BA,IBIRAPITANGA,2236,7291
Nordeste,BA,IBIRAPUA,2191,2475
Sul,RS,IBIRAPUITA,1374,1204
Sudeste,SP,IBIRAREMA,2629,820
Nordeste,BA,IBIRATAIA,3264,6796
Sudeste,MG,IBIRITE,48160,32827
Sul,RS,IBIRUBA,8953,3685
Nordeste,BA,IBITIARA,2019,5962
Sudeste,SP,IBITINGA,22062,6888
Sudeste,ES,IBITIRAMA,3003,1792
Nordeste,BA,IBITITA,1371,9149
Sudeste,MG,IBITIURA DE MINAS,1836,443
Sudeste,MG,IBITURUNA,889,684
Sudeste,SP,IBIUNA,28966,8646
Nordeste,BA,IBOTIRAMA,4085,9651
Nordeste,CE,ICAPUI,3230,8792
Sul,SC,ICARA,25561,5363
Sudeste,MG,ICARAI DE MINAS,1259,3828
Sul,PR,ICARAIMA,3531,1692
Nordeste,MA,ICATU,1551,11097
Sudeste,SP,ICEM,2576,1506
Nordeste,BA,ICHU,773,3265
Nordeste,CE,ICO,5862,29416
Sudeste,ES,ICONHA,5571,2484
Nordeste,RN,IELMO MARINHO,1851,5734
Sudeste,SP,IEPE,3097,1389
Nordeste,AL,IGACI,1901,11111
Nordeste,BA,IGAPORA,997,7844
Sudeste,SP,IGARACU DO TIETE,8735,3418
Nordeste,PB,IGARACY,780,2967
Sudeste,SP,IGARAPAVA,8041,5004
Sudeste,MG,IGARAPE,11868,7712
Nordeste,MA,IGARAPE DO MEIO,957,6680
Nordeste,MA,IGARAPE GRANDE,1853,4024
Norte,PA,IGARAPE-ACU,5649,14992
Norte,PA,IGARAPE-MIRI,9576,21804
Nordeste,PE,IGARASSU,20826,40695
Sudeste,SP,IGARATA,4225,1344
Sudeste,MG,IGARATINGA,3164,1763
Nordeste,BA,IGRAPIUNA,1250,4674
Nordeste,AL,IGREJA NOVA,2427,9410
Sul,RS,IGREJINHA,15185,5444
Sudeste,RJ,IGUABA GRANDE,12008,3300
Nordeste,BA,IGUAI,3490,8184
Sudeste,SP,IGUAPE,9249,4452
Sul,PR,IGUARACU,1858,838
Nordeste,PE,IGUARACY,876,5368
Sudeste,MG,IGUATAMA,2243,1957
Centro-Oeste,MS,IGUATEMI,4247,2346
Sul,PR,IGUATU,818,752
Nordeste,CE,IGUATU,8806,42462
Sudeste,MG,IJACI,2334,1282
Sul,RS,IJUI,29987,18425
Sudeste,SP,ILHA COMPRIDA,4586,1998
Nordeste,SE,ILHA DAS FLORES,990,3539
Nordeste,PE,ILHA DE ITAMARACA,3694,9129
Nordeste,PI,ILHA GRANDE,1067,4885
Sudeste,SP,ILHA SOLTEIRA,8755,4182
Sudeste,SP,ILHABELA,10815,5042
Nordeste,BA,ILHEUS,35315,54505
Sul,SC,ILHOTA,6950,1301
Sudeste,MG,ILICINEA,3472,3138
Sul,RS,ILOPOLIS,2097,521
Nordeste,PB,IMACULADA,743,5443
Sul,SC,IMARUI,4288,2386
Sul,PR,IMBAU,3323,2841
Sul,RS,IMBE,8420,3952
Sudeste,MG,IMBE DE MINAS,1506,2119
Sul,SC,IMBITUBA,17413,7633
Sul,PR,IMBITUVA,11576,6511
Sul,SC,IMBUIA,2923,891
Sul,RS,IMIGRANTE,1420,542
Nordeste,MA,IMPERATRIZ,70936,58054
Sul,PR,INACIO MARTINS,2682,3686
Centro-Oeste,GO,INACIOLANDIA,1265,1751
Nordeste,PE,INAJA,682,9057
Sul,PR,INAJA,837,1027
Sudeste,MG,INCONFIDENTES,2985,1593
Sudeste,MG,INDAIABIRA,1564,1899
Sul,SC,INDAIAL,29606,4635
Sudeste,SP,INDAIATUBA,88374,26816
Nordeste,CE,INDEPENDENCIA,2639,11782
Sul,RS,INDEPENDENCIA,2689,1636
Sudeste,SP,INDIANA,2153,715
Sul,PR,INDIANOPOLIS,1963,903
Sudeste,MG,INDIANOPOLIS,1501,1567
Sudeste,SP,INDIAPORA,1194,870
Centro-Oeste,GO,INDIARA,4236,3531
Nordeste,SE,INDIAROBA,1240,6795
Centro-Oeste,MT,INDIAVAI,824,505
Nordeste,PB,INGA,3076,7461
Sudeste,MG,INGAI,1033,837
Nordeste,PE,INGAZEIRA,377,2637
Sul,RS,INHACORA,701,769
Nordeste,BA,INHAMBUPE,3496,14299
Norte,PA,INHANGAPI,2369,4020
Nordeste,AL,INHAPI,918,7102
Sudeste,MG,INHAPIM,7653,4753
Sudeste,MG,INHAUMA,2094,1413
Nordeste,PI,INHUMA,1389,7387
Centro-Oeste,GO,INHUMAS,18186,9838
Sudeste,MG,INIMUTABA,1747,2083
Centro-Oeste,MS,INOCENCIA,2467,1209
Sudeste,SP,INUBIA PAULISTA,1823,390
Sul,SC,IOMERE,1742,450
Sudeste,MG,IPABA,5175,3825
Centro-Oeste,GO,IPAMERI,8356,5486
Sudeste,MG,IPANEMA,5267,4023
Nordeste,RN,IPANGUACU,1450,7522
Nordeste,CE,IPAPORANGA,1415,5121
Sudeste,MG,IPATINGA,91851,32082
Nordeste,CE,IPAUMIRIM,819,5964
Sudeste,SP,IPAUSSU,5575,1773
Sul,RS,IPE,3446,777
Nordeste,BA,IPECAETA,1435,8417
Sudeste,SP,IPERO,8473,4683
Sudeste,SP,IPEUNA,2952,744
Sudeste,MG,IPIACU,871,1281
Nordeste,BA,IPIAU,6627,14489
Sudeste,SP,IPIGUA,2174,632
Nordeste,BA,IPIRA,5709,26759
Sul,SC,IPIRA,1767,1094
Sul,PR,IPIRANGA,6044,2713
Centro-Oeste,GO,IPIRANGA DE GOIAS,1173,762
Centro-Oeste,MT,IPIRANGA DO NORTE,2230,641
Nordeste,PI,IPIRANGA DO PIAUI,568,4837
Sul,RS,IPIRANGA DO SUL,1209,340
Norte,AM,IPIXUNA,1312,5055
Norte,PA,IPIXUNA DO PARA,3962,8214
Nordeste,PE,IPOJUCA,12034,42163
Centro-Oeste,GO,IPORA,11074,6777
Sul,PR,IPORA,6173,2771
Sul,SC,IPORA DO OESTE,3692,1841
Sudeste,SP,IPORANGA,813,1195
Nordeste,CE,IPU,4171,18089
Sudeste,SP,IPUA,4408,3043
Sul,SC,IPUACU,1265,2621
Nordeste,PE,IPUBI,2223,12493
Nordeste,RN,IPUEIRA,353,1089
Nordeste,CE,IPUEIRAS,4150,15504
Norte,TO,IPUEIRAS,279,751
Sudeste,MG,IPUIUNA,3763,1802
Sul,SC,IPUMIRIM,2673,1955
Nordeste,BA,IPUPIARA,1511,4059
Nordeste,CE,IRACEMA,1232,6923
Norte,RR,IRACEMA,2234,1450
Sul,PR,IRACEMA DO OESTE,924,796
Sudeste,SP,IRACEMAPOLIS,10139,2732
Sul,SC,IRACEMINHA,1970,857
Sul,RS,IRAI,2177,2146
Sudeste,MG,IRAI DE MINAS,2525,1658
Nordeste,BA,IRAJUBA,618,3055
Nordeste,BA,IRAMAIA,1138,4202
Norte,AM,IRANDUBA,8757,14447
Sul,SC,IRANI,3387,2139
Sudeste,SP,IRAPUA,2891,889
Sudeste,SP,IRAPURU,2364,1109
Nordeste,BA,IRAQUARA,968,11729
Nordeste,BA,IRARA,2698,13492
Sul,PR,IRATI,23159,12333
Sul,SC,IRATI,749,757
Nordeste,CE,IRAUCUBA,1878,10821
Nordeste,BA,IRECE,9137,25824
Sul,PR,IRETAMA,2774,3048
Sul,SC,IRINEOPOLIS,3861,2149
Norte,PA,IRITUIA,4031,12956
Sudeste,ES,IRUPI,4799,2190
Nordeste,PI,ISAIAS COELHO,278,4246
Centro-Oeste,GO,ISRAELANDIA,968,821
Exterior,ZZ,ISTAMBUL,55,35
Sul,SC,ITA,2437,1939
Sul,RS,ITAARA,1999,1066
Nordeste,PB,ITABAIANA,4741,9443
Nordeste,SE,ITABAIANA,16608,31846
Nordeste,SE,ITABAIANINHA,6270,14754
Nordeste,BA,ITABELA,4654,9637
Sudeste,SP,ITABERA,6066,3802
Nordeste,BA,ITABERABA,7473,22358
Centro-Oeste,GO,ITABERAI,12060,9395
Nordeste,SE,ITABI,800,2332
Sudeste,MG,ITABIRA,35136,25229
Sudeste,MG,ITABIRINHA,3050,2308
Sudeste,MG,ITABIRITO,16365,10996
Sudeste,RJ,ITABORAI,75544,38886
Nordeste,BA,ITABUNA,50668,53396
Norte,TO,ITACAJA,1447,2422
Sudeste,MG,ITACAMBIRA,593,2049
Sudeste,MG,ITACARAMBI,2444,5433
Nordeste,BA,ITACARE,2371,7618
Norte,AM,ITACOATIARA,15412,29226
Nordeste,PE,ITACURUBA,291,2737
Sul,RS,ITACURUBI,882,984
Nordeste,BA,ITAETE,1679,5405
Nordeste,BA,ITAGI,1875,4868
Nordeste,BA,ITAGIBA,2136,5367
Nordeste,BA,ITAGIMIRIM,1372,2603
Sudeste,ES,ITAGUACU,4708,3314
Nordeste,BA,ITAGUACU DA BAHIA,736,6050
Sudeste,RJ,ITAGUAI,46148,15406
Sul,PR,ITAGUAJE,1291,1205
Sudeste,MG,ITAGUARA,4142,2642
Centro-Oeste,GO,ITAGUARI,1831,1479
Centro-Oeste,GO,ITAGUARU,2023,1817
Norte,TO,ITAGUATINS,912,2276
Sudeste,SP,ITAI,6556,4583
Nordeste,PE,ITAIBA,1436,11188
Nordeste,CE,ITAICABA,1209,3848
Nordeste,PI,ITAINOPOLIS,947,6014
Sul,SC,ITAIOPOLIS,9357,2749
Nordeste,MA,ITAIPAVA DO GRAJAU,1178,5254
Sudeste,MG,ITAIPE,1818,3126
Sul,PR,ITAIPULANDIA,4070,2696
Nordeste,CE,ITAITINGA,6493,14614
Norte,PA,ITAITUBA,24784,19715
Centro-Oeste,GO,ITAJA,1475,940
Nordeste,RN,ITAJA,1034,3653
Sul,SC,ITAJAI,89866,20584
Sudeste,SP,ITAJOBI,7102,1372
Sudeste,SP,ITAJU,1502,523
Nordeste,BA,ITAJU DO COLONIA,1398,1767
Sudeste,MG,ITAJUBA,39418,11330
Nordeste,BA,ITAJUIPE,3474,7686
Sudeste,RJ,ITALVA,5559,1951
Nordeste,BA,ITAMARAJU,13312,16393
Sudeste,MG,ITAMARANDIBA,6067,8541
Norte,AM,ITAMARATI,691,3497
Sudeste,MG,ITAMARATI DE MINAS,1150,1322
Nordeste,BA,ITAMARI,1097,2957
Sudeste,MG,ITAMBACURI,3602,6375
Sul,PR,ITAMBARACA,2468,1218
Nordeste,BA,ITAMBE,3317,8003
Nordeste,PE,ITAMBE,4758,12957
Sul,PR,ITAMBE,2458,1267
Sudeste,MG,ITAMBE DO MATO DENTRO,640,825
Sudeste,MG,ITAMOGI,3737,2146
Sudeste,MG,ITAMONTE,5594,2173
Nordeste,BA,ITANAGRA,491,3217
Sudeste,SP,ITANHAEM,31784,14314
Sudeste,MG,ITANHANDU,5428,2901
Centro-Oeste,MT,ITANHANGA,2364,601
Nordeste,BA,ITANHEM,3911,6182
Sudeste,MG,ITANHOMI,3015,3091
Sudeste,MG,ITAOBIM,4485,5010
Sudeste,SP,ITAOCA,888,910
Sudeste,RJ,ITAOCARA,10021,3047
Centro-Oeste,GO,ITAPACI,5798,4651
Sudeste,MG,ITAPAGIPE,4319,2697
Nordeste,CE,ITAPAJE,8117,20248
Nordeste,BA,ITAPARICA,2363,10223
Nordeste,BA,ITAPE,1998,4073
Nordeste,BA,ITAPEBI,1247,4032
Sudeste,MG,ITAPECERICA,6562,5026
Sudeste,SP,ITAPECERICA DA SERRA,41677,35079
Nordeste,MA,ITAPECURU MIRIM,5407,25857
Sul,PR,ITAPEJARA D'OESTE,3223,3782
Sul,SC,ITAPEMA,25591,5244
Sudeste,ES,ITAPEMIRIM,15785,7489
Sul,PR,ITAPERUCU,6114,9341
Sudeste,RJ,ITAPERUNA,36707,13120
Nordeste,PE,ITAPETIM,1485,7053
Nordeste,BA,ITAPETINGA,17138,14784
Sudeste,SP,ITAPETININGA,57906,15586
Sudeste,MG,ITAPEVA,3923,1259
Sudeste,SP,ITAPEVA,34188,11919
Sudeste,SP,ITAPEVI,57076,43108
Nordeste,BA,ITAPICURU,1549,13503
Nordeste,CE,ITAPIPOCA,12622,54153
Sudeste,SP,ITAPIRA,30289,7478
Norte,AM,ITAPIRANGA,1831,2843
Sul,SC,ITAPIRANGA,6907,2624
Centro-Oeste,GO,ITAPIRAPUA,2382,2338
Sudeste,SP,ITAPIRAPUA PAULISTA,1128,999
Norte,TO,ITAPIRATINS,673,1312
Nordeste,PE,ITAPISSUMA,3489,10171
Nordeste,BA,ITAPITANGA,1011,2870
Nordeste,CE,ITAPIUNA,1821,9161
Sul,SC,ITAPOA,7459,2225
Sudeste,SP,ITAPOLIS,15842,4029
Centro-Oeste,MS,ITAPORA,6496,3025
Norte,TO,ITAPORA DO TOCANTINS,663,797
Nordeste,PB,ITAPORANGA,2666,9593
Sudeste,SP,ITAPORANGA,5204,2300
Nordeste,SE,ITAPORANGA D'AJUDA,4872,13186
Nordeste,PB,ITAPOROROCA,2508,6939
Norte,RO,ITAPUA DO OESTE,2556,1534
Sul,RS,ITAPUCA,804,537
Sudeste,SP,ITAPUI,4711,1491
Sudeste,SP,ITAPURA,782,1578
Centro-Oeste,GO,ITAPURANGA,8082,7224
Sudeste,SP,ITAQUAQUECETUBA,90182,64242
Nordeste,BA,ITAQUARA,1122,3274
Sul,RS,ITAQUI,11048,7372
Centro-Oeste,MS,ITAQUIRAI,4183,4327
Nordeste,PE,ITAQUITINGA,2443,7064
Sudeste,ES,ITARANA,4652,2098
Nordeste,BA,ITARANTIM,3656,5406
Sudeste,SP,ITARARE,17141,5886
Nordeste,CE,ITAREMA,5086,16100
Sudeste,SP,ITARIRI,3992,1705
Centro-Oeste,GO,ITARUMA,1634,1301
Sul,RS,ITATI,1223,793
Sudeste,RJ,ITATIAIA,11721,5194
Sudeste,MG,ITATIAIUCU,4599,1805
Sudeste,SP,ITATIBA,44476,11253
Sul,RS,ITATIBA DO SUL,995,1670
Nordeste,BA,ITATIM,2019,5934
Sudeste,SP,ITATINGA,6814,2481
Nordeste,CE,ITATIRA,1654,11040
Nordeste,PB,ITATUBA,1542,4710
Nordeste,RN,ITAU,691,2731
Sudeste,MG,ITAU DE MINAS,5488,2663
Centro-Oeste,MT,ITAUBA,1724,871
Norte,AP,ITAUBAL,1250,2530
Centro-Oeste,GO,ITAUCU,3109,1809
Nordeste,PI,ITAUEIRA,1172,4986
Sudeste,MG,ITAUNA,37146,10993
Sul,PR,ITAUNA DO SUL,760,1250
Sudeste,MG,ITAVERAVA,1564,2126
Sudeste,MG,ITINGA,1585,4933
Nordeste,MA,ITINGA DO MARANHAO,4905,6602
Centro-Oeste,MT,ITIQUIRA,3666,2004
Sudeste,SP,ITIRAPINA,4739,1865
Sudeste,SP,ITIRAPUA,1845,1431
Nordeste,BA,ITIRUCU,1622,4337
Nordeste,BA,ITIUBA,4548,13970
Sudeste,SP,ITOBI,2783,1425
Nordeste,BA,ITORORO,3620,6523
Sudeste,SP,ITU,64175,18904
Nordeste,BA,ITUACU,3045,7430
Nordeste,BA,ITUBERA,3786,8178
Sudeste,MG,ITUETA,2216,1090
Sudeste,MG,ITUIUTABA,25815,25456
Centro-Oeste,GO,ITUMBIARA,34589,16542
Sudeste,MG,ITUMIRIM,2333,1488
Sudeste,SP,ITUPEVA,21693,6544
Norte,PA,ITUPIRANGA,6785,12266
Sul,SC,ITUPORANGA,12231,2340
Sudeste,MG,ITURAMA,9675,10313
Sudeste,MG,ITUTINGA,1338,1074
Sudeste,SP,ITUVERAVA,13229,5344
Nordeste,BA,IUIU,946,4823
Sudeste,ES,IUNA,9747,4398
Sul,PR,IVAI,5237,3207
Sul,PR,IVAIPORA,11074,6656
Sul,PR,IVATE,2493,1773
Sul,PR,IVATUBA,1116,617
Centro-Oeste,MS,IVINHEMA,8712,4756
Centro-Oeste,GO,IVOLANDIA,865,916
Sul,RS,IVORA,805,582
Sul,RS,IVOTI,9333,2863
Nordeste,PE,JABOATAO DOS GUARARAPES,153618,175911
Sul,SC,JABORA,2198,745
Nordeste,BA,JABORANDI,1252,4627
Sudeste,SP,JABORANDI,2132,1280
Sul,PR,JABOTI,2067,982
Sul,RS,JABOTICABA,1128,1165
Sudeste,SP,JABOTICABAL,26606,7937
Sudeste,MG,JABOTICATUBAS,5306,4092
Nordeste,RN,JACANA,990,3216
Nordeste,BA,JACARACI,1581,6223
Nordeste,PB,JACARAU,2413,6741
Nordeste,AL,JACARE DOS HOMENS,434,2981
Norte,PA,JACAREACANGA,1419,4370
Sudeste,SP,JACAREI,88982,25569
Sul,PR,JACAREZINHO,13102,9519
Exterior,ZZ,JACARTA,16,9
Sudeste,SP,JACI,2694,965
Centro-Oeste,MT,JACIARA,9854,4434
Sudeste,MG,JACINTO,1862,3264
Sul,SC,JACINTO MACHADO,5613,1336
Nordeste,BA,JACOBINA,9815,31586
Nordeste,PI,JACOBINA DO PIAUI,340,3386
Sudeste,MG,JACUI,3020,919
Nordeste,AL,JACUIPE,715,2736
Sul,RS,JACUIZINHO,611,958
Norte,PA,JACUNDA,8318,12043
Sudeste,SP,JACUPIRANGA,6358,2051
Sul,RS,JACUTINGA,1558,785
Sudeste,MG,JACUTINGA,10264,2291
Sul,PR,JAGUAPITA,5490,2194
Nordeste,BA,JAGUAQUARA,6871,15962
Sudeste,MG,JAGUARACU,1260,823
Sul,RS,JAGUARAO,7930,6699
